"fish_sample_id","impoundment_code","sample_date","gear_description","location","units_of_effort","effort_description"
"91062","BUSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #13","18.00000","Hours"
"91061","BUSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #17","18.00000","Hours"
"91053","CLSL","2021-10-06","GILL NET-CORE PANEL","Sample Grid #23","18.00000","Hours"
"91052","CLSL","2021-10-06","GILL NET-CORE PANEL","Sample Grid #11","18.00000","Hours"
"91051","CLSL","2021-10-06","GILL NET-CORE PANEL","Sample Grid #28","18.00000","Hours"
"91050","CLSL","2021-10-06","GILL NET-CORE PANEL","Sample Grid #34","18.00000","Hours"
"91044","WECA","2021-10-12","GILL NET-CORE PANEL","Sample Grid #51","18.00000","Hours"
"91043","WECA","2021-10-12","GILL NET-CORE PANEL","Sample Grid #27","18.00000","Hours"
"91042","WECA","2021-10-12","GILL NET-CORE PANEL","Sample Grid #11","18.00000","Hours"
"91041","WECA","2021-10-12","GILL NET-CORE PANEL","Sample Grid #178","18.00000","Hours"
"91040","WECA","2021-10-12","GILL NET-CORE PANEL","Sample Grid #130","18.00000","Hours"
"91032","CSSL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #57","18.00000","Hours"
"91031","CSSL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #35","18.00000","Hours"
"91029","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #51","20.00000","Hours"
"91028","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #49","20.00000","Hours"
"91027","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #48","20.00000","Hours"
"91026","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #90","20.00000","Hours"
"91025","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #88","20.00000","Hours"
"91024","CSSL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #39","18.00000","Hours"
"91023","POCL","2021-11-09","GILL NET-CORE PANEL","Sample Grid #115","20.00000","Hours"
"91022","CSSL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #15","18.00000","Hours"
"91017","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #33","20.00000","Hours"
"91016","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #17","20.00000","Hours"
"91015","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #8","20.00000","Hours"
"91014","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #7","20.00000","Hours"
"91013","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #30","20.00000","Hours"
"91008","MISL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #20","20.00000","Hours"
"91003","PTSB","2021-10-06","GILL NET-CORE PANEL","Sample Grid #10","24.00000","Hours"
"91002","PTSB","2021-10-06","GILL NET-CORE PANEL","Sample Grid #40","24.00000","Hours"
"91001","PTSB","2021-10-06","GILL NET-CORE PANEL","Sample Grid #22","24.00000","Hours"
"91000","PTSB","2021-10-06","GILL NET-CORE PANEL","Sample Grid #31","24.00000","Hours"
"90999","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #60","24.00000","Hours"
"90997","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #50","23.00000","Hours"
"90996","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #10","22.00000","Hours"
"90994","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #52","21.00000","Hours"
"90990","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #84","19.00000","Hours"
"90989","ANCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #72","19.00000","Hours"
"90988","HVCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #89","23.00000","Hours"
"90985","HVCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #127","20.00000","Hours"
"90983","HVCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #108","19.00000","Hours"
"90982","HVCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #97","18.00000","Hours"
"90980","HVCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #95","17.00000","Hours"
"90979","HVCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #72","24.00000","Hours"
"90977","HVCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #47","22.00000","Hours"
"90975","HVCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #29","21.00000","Hours"
"90974","HVCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #51","20.00000","Hours"
"90972","HVCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #70","19.00000","Hours"
"90969","HVCB","2021-10-12","GILL NET-CORE PANEL","ALL LAKE","21.00000","Hours"
"90968","HVCB","2021-10-12","GILL NET-CORE PANEL","SHORELINE","20.00000","Hours"
"90966","HVCB","2021-10-12","GILL NET-CORE PANEL","SWINGING BRIDGE","19.00000","Hours"
"90965","HVCB","2021-10-12","GILL NET-CORE PANEL","SWINGING BRIDGE","19.00000","Hours"
"90963","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #52","23.00000","Hours"
"90962","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #27","22.00000","Hours"
"90961","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #64","22.00000","Hours"
"90960","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #111","20.00000","Hours"
"90955","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #79","19.00000","Hours"
"90953","SGCA","2021-11-05","GILL NET-CORE PANEL","Sample Grid #39","19.00000","Hours"
"90952","BASB","2021-11-09","GILL NET-CORE PANEL","Sample Grid #10","21.00000","Hours"
"90950","BASB","2021-11-09","GILL NET-CORE PANEL","Sample Grid #26","21.00000","Hours"
"90949","BASB","2021-11-09","GILL NET-CORE PANEL","Sample Grid #28","20.00000","Hours"
"90947","BASB","2021-11-09","GILL NET-CORE PANEL","Sample Grid #37","20.00000","Hours"
"90945","BASB","2021-11-09","GILL NET-CORE PANEL","Sample Grid #21","19.00000","Hours"
"90943","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #14","22.00000","Hours"
"90938","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #106","22.00000","Hours"
"90937","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #8","22.00000","Hours"
"90935","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #42","22.00000","Hours"
"90934","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #49","22.00000","Hours"
"90927","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #452","22.00000","Hours"
"90926","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #470","21.00000","Hours"
"90925","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #464","21.00000","Hours"
"90924","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #439","20.00000","Hours"
"90923","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #423","20.00000","Hours"
"90922","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #386","20.00000","Hours"
"90921","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #414","19.00000","Hours"
"90920","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #393","19.00000","Hours"
"90919","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #369","18.00000","Hours"
"90918","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #345","18.00000","Hours"
"90917","CHNR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #290","18.00000","Hours"
"90916","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #117","22.00000","Hours"
"90915","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #22","22.00000","Hours"
"90914","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #46","22.00000","Hours"
"90912","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #134","22.00000","Hours"
"90911","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #115","22.00000","Hours"
"90910","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #101","22.00000","Hours"
"90909","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #104","22.50000","Hours"
"90904","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #105","22.00000","Hours"
"90901","HILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #193","20.00000","Hours"
"90897","HILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #41","20.00000","Hours"
"90896","HILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #32","20.00000","Hours"
"90895","HILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #39","20.00000","Hours"
"90894","HILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #48","20.00000","Hours"
"90893","HILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #64","20.00000","Hours"
"90889","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #83","21.00000","Hours"
"90888","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #85","21.00000","Hours"
"90886","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #50","21.00000","Hours"
"90885","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #39","21.00000","Hours"
"90884","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #84","21.00000","Hours"
"90883","LOVR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #57","21.00000","Hours"
"90880","HILR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #61","20.00000","Hours"
"90879","HILR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #107","20.00000","Hours"
"90878","HILR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #156","20.00000","Hours"
"90871","LOVR","2021-10-20","GILL NET-CORE PANEL","Sample Grid #119","19.00000","Hours"
"90870","LOVR","2021-10-20","GILL NET-CORE PANEL","Sample Grid #118","19.00000","Hours"
"90869","LOVR","2021-10-20","GILL NET-CORE PANEL","Sample Grid #128","19.00000","Hours"
"90868","LOVR","2021-10-20","GILL NET-CORE PANEL","Sample Grid #140","19.00000","Hours"
"90867","LOVR","2021-10-20","GILL NET-CORE PANEL","Sample Grid #123","19.00000","Hours"
"90858","LOVR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #100","20.00000","Hours"
"90857","LOVR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #79","20.00000","Hours"
"90856","LOVR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #104","20.00000","Hours"
"90855","LOVR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #157","20.00000","Hours"
"90853","LOVR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #153","20.00000","Hours"
"90849","LCGL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #105","21.00000","Hours"
"90848","BBSL","2021-09-27","GILL NET-CORE PANEL","Sample Grid #46","22.00000","Hours"
"90847","BBSL","2021-09-27","GILL NET-CORE PANEL","Sample Grid #57","22.00000","Hours"
"90846","BBSL","2021-09-27","GILL NET-CORE PANEL","Sample Grid #33","22.00000","Hours"
"90839","RICL","2021-09-23","GILL NET-CORE PANEL","CENTER OF LAKE","22.00000","Hours"
"90838","RICL","2021-09-23","GILL NET-CORE PANEL","DAM","21.00000","Hours"
"90837","RICL","2021-09-23","GILL NET-CORE PANEL","NO SHORE","22.00000","Hours"
"90836","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #371","22.00000","Hours"
"90835","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #247","21.00000","Hours"
"90830","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #344","21.50000","Hours"
"90825","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #230","21.00000","Hours"
"90824","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #269","21.00000","Hours"
"90822","NORR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #89","21.25000","Hours"
"90821","NORR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #80","20.75000","Hours"
"90819","NORR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #70","20.00000","Hours"
"90818","HILR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #140","20.00000","Hours"
"90817","HILR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #98","20.00000","Hours"
"90816","NORR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #73","19.25000","Hours"
"90815","NORR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #58","18.75000","Hours"
"90814","HILR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #85","20.00000","Hours"
"90809","NORR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #18","19.25000","Hours"
"90808","NORR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #38","18.50000","Hours"
"90807","NORR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #28","18.75000","Hours"
"90806","NORR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #43","17.50000","Hours"
"90805","NORR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #87","17.00000","Hours"
"90794","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #128","19.75000","Hours"
"90793","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #61","18.75000","Hours"
"90792","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #64","18.25000","Hours"
"90791","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #137","17.25000","Hours"
"90790","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #148","17.00000","Hours"
"90789","KIRR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #189","15.75000","Hours"
"90772","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #187","21.00000","Hours"
"90769","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #81","20.00000","Hours"
"90768","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #80","20.00000","Hours"
"90767","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #65","20.00000","Hours"
"90766","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #66","20.00000","Hours"
"90765","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #67","20.00000","Hours"
"90764","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #70","20.00000","Hours"
"90763","WFCA","2021-10-08","GILL NET-CORE PANEL","Sample Grid #62","18.00000","Hours"
"90762","WFCA","2021-10-08","GILL NET-CORE PANEL","Sample Grid #53","18.00000","Hours"
"90761","WFCA","2021-10-08","GILL NET-CORE PANEL","Sample Grid #42","18.00000","Hours"
"90760","WFCA","2021-10-08","GILL NET-CORE PANEL","Sample Grid #30","18.00000","Hours"
"90759","WFCA","2021-10-08","GILL NET-CORE PANEL","Sample Grid #5","18.00000","Hours"
"90751","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #155","22.00000","Hours"
"90750","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #176","21.00000","Hours"
"90749","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #194","21.00000","Hours"
"90747","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #246","21.00000","Hours"
"90746","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #245","21.00000","Hours"
"90745","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #114","21.00000","Hours"
"90744","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #141","21.00000","Hours"
"90743","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #152","21.00000","Hours"
"90741","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #142","21.00000","Hours"
"90740","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #173","21.00000","Hours"
"90739","POMR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #187","21.00000","Hours"
"90736","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #184","20.00000","Hours"
"90734","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #156","19.75000","Hours"
"90728","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #142","18.75000","Hours"
"90727","WFCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #63","18.00000","Hours"
"90726","WFCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #33","18.00000","Hours"
"90725","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #141","18.25000","Hours"
"90724","WFCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #25","18.00000","Hours"
"90723","WFCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #13","18.00000","Hours"
"90722","WFCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #7","18.00000","Hours"
"90721","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #196","16.75000","Hours"
"90720","KIRR","2021-10-18","GILL NET-CORE PANEL","Sample Grid #168","16.50000","Hours"
"90719","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #24","22.00000","Hours"
"90718","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #26","21.00000","Hours"
"90715","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #31","22.00000","Hours"
"90714","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #29","22.00000","Hours"
"90713","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #73","22.00000","Hours"
"90712","MCCL","2021-09-28","GILL NET-CORE PANEL","Sample Grid #34","21.00000","Hours"
"90690","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #37","21.00000","Hours"
"90688","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #19","21.00000","Hours"
"90687","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #25","21.00000","Hours"
"90686","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #28","21.00000","Hours"
"90685","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #52","21.00000","Hours"
"90684","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #95","21.00000","Hours"
"90679","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #116","21.00000","Hours"
"90678","FSCA","2021-10-06","GILL NET-CORE PANEL","Sample Grid #115","21.00000","Hours"
"90673","PKCL","2021-09-21","GILL NET-CORE PANEL","SOUTH END OF DAM","21.00000","Hours"
"90672","PKCL","2021-09-21","GILL NET-CORE PANEL","WEST END, NORTH SIDE","21.00000","Hours"
"90671","PKCL","2021-09-21","GILL NET-CORE PANEL","NORTH END OF DAM","21.00000","Hours"
"90662","PLCC","2021-09-22","GILL NET-CORE PANEL","#3","21.00000","Hours"
"90661","PLCC","2021-09-22","GILL NET-CORE PANEL","#2","21.00000","Hours"
"90660","PLCC","2021-09-22","GILL NET-CORE PANEL","#1","21.00000","Hours"
"90657","PLCB","2021-09-22","GILL NET-CORE PANEL","Sample Grid #16","21.00000","Hours"
"90656","PLCB","2021-09-22","GILL NET-CORE PANEL","Sample Grid #13","21.00000","Hours"
"90655","PLCB","2021-09-22","GILL NET-CORE PANEL","Sample Grid #14","20.00000","Hours"
"90654","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #25","20.00000","Hours"
"90653","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #20","20.00000","Hours"
"90652","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #38","20.00000","Hours"
"90651","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #63","20.00000","Hours"
"90650","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #54","20.00000","Hours"
"90649","PLCA","2021-10-07","GILL NET-CORE PANEL","Sample Grid #43","21.00000","Hours"
"90644","ELDR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #558","19.00000","Hours"
"90643","ELDR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #498","19.00000","Hours"
"90642","ELDR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #120","19.00000","Hours"
"90641","ELDR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #429","19.00000","Hours"
"90640","ELDR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #435","19.00000","Hours"
"90639","ELDR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #17","19.00000","Hours"
"90638","ELDR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #8","19.00000","Hours"
"90637","ELDR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #124","19.00000","Hours"
"90636","ELDR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #127","19.00000","Hours"
"90635","ELDR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #83","19.00000","Hours"
"90634","ELDR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #179","19.00000","Hours"
"90633","ELDR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #106","19.00000","Hours"
"90632","ELDR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #87","19.00000","Hours"
"90631","ELDR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #217","19.00000","Hours"
"90630","ELDR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #119","19.00000","Hours"
"90621","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #6","20.00000","Hours"
"90620","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #41","20.00000","Hours"
"90619","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #17","20.00000","Hours"
"90618","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #65","20.00000","Hours"
"90617","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #82","20.00000","Hours"
"90616","MCLA","2021-10-19","GILL NET-CORE PANEL","Sample Grid #91","20.00000","Hours"
"90614","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #273","23.00000","Hours"
"90613","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #236","22.00000","Hours"
"90612","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #202","22.00000","Hours"
"90611","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #160","21.00000","Hours"
"90610","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #131","21.00000","Hours"
"90608","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #54","20.00000","Hours"
"90606","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #74","19.00000","Hours"
"90605","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #33","19.00000","Hours"
"90603","CHNR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #21","19.00000","Hours"
"90600","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #65","24.00000","Hours"
"90599","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #50","24.00000","Hours"
"90598","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #13","24.00000","Hours"
"90597","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #61","24.00000","Hours"
"90596","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #33","24.00000","Hours"
"90595","SNSL","2021-10-05","GILL NET-CORE PANEL","Sample Grid #29","24.00000","Hours"
"90591","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #47","20.00000","Hours"
"90590","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #72","20.00000","Hours"
"90589","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #62","20.00000","Hours"
"90588","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #73","20.00000","Hours"
"90585","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #65","20.00000","Hours"
"90584","OLCF","2021-10-15","GILL NET-CORE PANEL","Sample Grid #37","20.00000","Hours"
"90577","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #130","19.50000","Hours"
"90576","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #134","19.00000","Hours"
"90575","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #137","18.50000","Hours"
"90574","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #104","18.00000","Hours"
"90573","PERR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #104","20.00000","Hours"
"90572","PERR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #242","20.00000","Hours"
"90570","PERR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #358","22.00000","Hours"
"90569","PERR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #197","21.00000","Hours"
"90568","PERR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #193","22.00000","Hours"
"90561","TORR","2021-11-16","GILL NET-CORE PANEL","Sample Grid #117","16.00000","Hours"
"90560","TORR","2021-11-16","GILL NET-CORE PANEL","Sample Grid #116","16.00000","Hours"
"90559","TORR","2021-11-16","GILL NET-CORE PANEL","Sample Grid #103","16.00000","Hours"
"90558","TORR","2021-11-16","GILL NET-CORE PANEL","Sample Grid #89","16.00000","Hours"
"90552","TORR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #79","16.00000","Hours"
"90551","TORR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #90","16.00000","Hours"
"90550","TORR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #80","16.00000","Hours"
"90549","TORR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #81","16.00000","Hours"
"90548","PERR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #33","23.00000","Hours"
"90547","PERR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #27","22.00000","Hours"
"90545","PERR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #32","22.00000","Hours"
"90541","PERR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #38","21.00000","Hours"
"90539","PERR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #29","20.50000","Hours"
"90535","FLRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #95","16.00000","Hours"
"90534","FLRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #88","16.00000","Hours"
"90533","FLRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #80","16.00000","Hours"
"90528","FLRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #72","16.00000","Hours"
"90527","FLRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #64","16.00000","Hours"
"90526","FLRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #54","16.00000","Hours"
"90524","PERR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #120","24.00000","Hours"
"90522","PERR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #72","18.00000","Hours"
"90520","PERR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #62","20.00000","Hours"
"90518","PERR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #99","20.00000","Hours"
"90516","PERR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #98","19.00000","Hours"
"90510","CDBR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #90","20.00000","Hours"
"90509","CDBR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #113","19.50000","Hours"
"90503","KANR","2021-11-10","GILL NET-CORE PANEL","Sample Grid #183","20.00000","Hours"
"90502","KANR","2021-11-10","GILL NET-CORE PANEL","Sample Grid #191","19.00000","Hours"
"90501","KANR","2021-11-10","GILL NET-CORE PANEL","Sample Grid #198","19.00000","Hours"
"90500","KANR","2021-11-10","GILL NET-CORE PANEL","Sample Grid #208","18.00000","Hours"
